Time Scale; Number of Packets; Total data; 
819; 890085; 44622258.000000; 
820; 888557; 44537672.000000; 
821; 906827; 45449045.000000; 
822; 901841; 45197368.000000; 
823; 888476; 44525461.000000; 
824; 900720; 45163777.000000; 
825; 910922; 45652790.000000; 
826; 928058; 46503978.000000; 
827; 938700; 47053214.000000; 
828; 918297; 46030795.000000; 
829; 902521; 45249346.000000; 
830; 902708; 45262981.000000; 
831; 907799; 45496796.000000; 
832; 882937; 44264133.000000; 
833; 936880; 46962009.000000; 
834; 893893; 44805247.000000; 
835; 882958; 44258627.000000; 
836; 898584; 45031305.000000; 
837; 912289; 45712444.000000; 
838; 912723; 45752994.000000; 
839; 885506; 44374526.000000; 
840; 895801; 44909134.000000; 
841; 931727; 46704575.000000; 
842; 913182; 45780196.000000; 
843; 887481; 44501536.000000; 
844; 897515; 44967523.000000; 
845; 928625; 46533732.000000; 
846; 890052; 44607133.000000; 
847; 907875; 45503150.000000; 
848; 894152; 44842170.000000; 
849; 894482; 44837380.000000; 
850; 897185; 44973988.000000; 
851; 906789; 45442798.000000; 
852; 898299; 45024716.000000; 
853; 901252; 45162667.000000; 
854; 904063; 45312592.000000; 
855; 892098; 44724247.000000; 
856; 907077; 45451616.000000; 
857; 910848; 45655904.000000; 
858; 943323; 47277464.000000; 
859; 914296; 45827156.000000; 
860; 897719; 44983296.000000; 
861; 910045; 45602341.000000; 
862; 900525; 45154337.000000; 
863; 912175; 45714796.000000; 
864; 890784; 44647938.000000; 
865; 921082; 46177192.000000; 
866; 925097; 46367815.000000; 
